x,y
116.607003,39.936963
116.607443,39.936874
116.607663,39.936817
116.607856,39.936749
116.608092,39.936681
116.608263,39.936712
116.608352,39.936767
116.608325,39.936837
116.607896,39.937135
116.607732,39.937191
116.6059,39.937672
116.602314,39.937672
116.602148,39.937734
116.602113,39.937775
116.6021,39.937849
116.602185,39.937898
116.604342,39.937915
116.605862,39.93798
116.606017,39.937971
116.606154,39.937949
116.607097,39.937765
116.607249,39.937777
116.607292,39.937843
116.607268,39.937939
116.607153,39.938244
116.607121,39.938283
116.607038,39.93832
116.606796,39.938355
116.606595,39.938355
116.606287,39.938359
116.60593,39.93831
116.605031,39.938192
116.604734,39.938192
116.604535,39.938213
116.604366,39.93826
116.604304,39.93833
116.604288,39.938431
116.604331,39.938585
116.603734,39.93861
116.603661,39.938647
116.601162,39.938724
116.600966,39.938738
116.600402,39.938751
116.62278,39.93514
116.623116,39.935203
116.62346,39.933929
116.623258,39.934299
116.62278,39.93514
116.624451,39.935453
116.626446,39.935828
116.582646,39.935756
116.582908,39.935806
116.583032,39.935888
116.583112,39.935945
116.583195,39.936024
116.58332,39.936137
116.583419,39.936188
116.583505,39.936223
116.583559,39.936254
116.58358,39.936316
116.583564,39.936382
116.58357,39.936489
116.583567,39.93664
116.583537,39.936755
116.583483,39.936837
116.583376,39.93694
116.583285,39.937047
116.583269,39.937131
116.583258,39.937195
116.58329,39.937261
116.583309,39.937278
116.583355,39.937321
116.5835,39.937443
116.58353,39.937554
116.583484,39.937721
116.583492,39.93777
116.583527,39.93785
116.583633,39.937926
116.583653,39.937941
116.583782,39.937978
116.583935,39.937941
116.584072,39.937879
116.584217,39.937865
116.584332,39.937897
116.584626,39.938003
116.584755,39.938019
116.584922,39.938038
116.585023,39.938106
116.585122,39.938176
116.585162,39.938273
116.585168,39.938345
116.585149,39.938425
116.585114,39.938524
116.585097,39.938616
116.58511,39.93868
116.5868,39.938725
116.588215,39.938815
116.617577,39.935986
116.617945,39.935423
116.618134,39.935154
116.61875,39.934222
116.618857,39.934059
116.588947,39.938861
116.58926,39.938874
116.590796,39.938941
116.590999,39.938949
116.592803,39.939025
116.5936,39.939061
116.593946,39.939052
116.594047,39.939045
116.594047,39.939045
116.594059,39.939324
116.622728,39.931849
116.622805,39.931868
116.622911,39.931929
116.622946,39.931974
116.622966,39.932
116.623014,39.932136
116.623009,39.932321
116.623116,39.93258
116.623229,39.932769
116.623331,39.932909
116.623395,39.933008
116.623467,39.933116
116.623473,39.933202
116.623441,39.933276
116.623376,39.933408
116.62306,39.934
116.622886,39.934353
116.622687,39.934744
116.622538,39.935071
116.622048,39.936025
116.621071,39.937795
116.620954,39.937922
116.620801,39.938021
116.620575,39.93808
116.620087,39.938094
116.618556,39.938047
116.6164,39.938024
116.616236,39.938274
116.61608,39.938502
116.615931,39.938723
116.615824,39.938881
116.615701,39.93881
116.615794,39.938662
116.615898,39.938498
116.616186,39.938083
116.615917,39.938074
116.615772,39.938128
116.61567,39.938149
116.615533,39.938159
116.615139,39.938161
116.614648,39.938176
116.614439,39.938161
116.614289,39.938174
116.614042,39.938198
116.612116,39.938248
116.610869,39.938293
116.609225,39.938381
116.608522,39.938431
116.607808,39.938462
116.607326,39.938453
116.606819,39.938476
116.605142,39.938527
116.604331,39.938585
116.594047,39.939045
116.594539,39.939014
116.595451,39.938975
116.596569,39.938927
116.598496,39.938842
116.599067,39.938822
116.599438,39.938809
116.600402,39.938751
116.620754,39.931468
116.621006,39.931095
116.621304,39.931142
116.617711,39.936026
116.618866,39.934267
116.618982,39.934091
116.588859,39.938856
116.588844,39.938522
116.588855,39.938294
116.588957,39.937469
116.589271,39.935029
116.589283,39.934935
116.589465,39.933505
116.589468,39.933486
116.589602,39.932437
116.589611,39.932346
116.589625,39.932141
116.589643,39.932039
116.589725,39.932042
116.590022,39.932048
116.591441,39.932076
116.59353,39.932116
116.594481,39.932133
116.594762,39.932138
116.595061,39.932142
116.596381,39.932161
116.598036,39.932191
116.598066,39.932191
116.599057,39.932197
116.599247,39.932199
116.599429,39.932203
116.599475,39.932204
116.599666,39.932208
116.602302,39.932262
116.603324,39.932282
116.603567,39.932286
116.603762,39.932289
116.603796,39.932289
116.605994,39.932328
116.607005,39.932347
116.607198,39.932353
116.607235,39.932354
116.607449,39.932355
116.610105,39.9324
116.610938,39.932411
116.611591,39.932419
116.617711,39.936026
116.617899,39.936124
116.617911,39.936141
116.617918,39.936171
116.617856,39.936275
116.617796,39.936385
116.617415,39.937015
116.617415,39.937073
116.61741,39.937147
116.617389,39.937208
116.617152,39.937546
116.617099,39.93764
116.617072,39.937714
116.617024,39.937801
116.616927,39.937846
116.616922,39.937899
116.616986,39.937961
116.61712,39.937986
116.617866,39.937965
116.618413,39.937936
116.618563,39.937887
116.618628,39.937838
116.618655,39.937751
116.618598,39.937713
116.618455,39.937639
116.618317,39.937561
116.618183,39.937481
116.618,39.93741
116.617793,39.937286
116.617581,39.937189
116.617527,39.93715
116.617512,39.937122
116.617511,39.937071
116.617539,39.937032
116.617689,39.936814
116.618966,39.934889
116.619019,39.934815
116.619068,39.934786
116.619137,39.934794
116.619261,39.934831
116.619278,39.934843
116.61932,39.934872
116.619341,39.934913
116.619314,39.934963
116.618107,39.936752
116.618064,39.936842
116.618068,39.936916
116.618142,39.936949
116.618926,39.937171
116.618976,39.937186
116.619041,39.93718
116.6191,39.937141
116.619898,39.935917
116.620535,39.934977
116.620602,39.934877
116.620685,39.934756
116.620723,39.9347
116.620751,39.934661
116.620777,39.934635
116.620801,39.934617
116.620827,39.934607
116.62086,39.934597
116.6209,39.934596
116.62093,39.9346
116.620998,39.934626
116.621273,39.934705
116.621293,39.93471
116.621309,39.934712
116.621325,39.934709
116.621335,39.934706
116.621356,39.934695
116.621376,39.934684
116.62139,39.934674
116.621403,39.93466
116.621423,39.934636
116.621568,39.934448
116.62219,39.933642
116.622273,39.933509
116.622283,39.933456
116.62227,39.933402
116.62224,39.933351
116.622211,39.933305
116.622155,39.933228
116.622153,39.933219
116.622147,39.933182
116.622155,39.933133
116.622176,39.933067
116.622184,39.93305
116.622499,39.932424
116.62267,39.932086
116.622704,39.932008
116.622721,39.931942
116.622728,39.931849
116.622655,39.931831
116.621062,39.931539
116.620908,39.931503
116.620754,39.931468
116.624451,39.935453
116.624294,39.935543
116.62423,39.935605
116.624216,39.935658
116.624226,39.935728
116.624267,39.935749
116.624407,39.93579
116.625882,39.936074
116.626499,39.936189
116.626553,39.936238
116.626536,39.936304
116.626451,39.936465
116.626392,39.936563
116.626306,39.936588
116.626188,39.936571
116.624163,39.936163
116.623479,39.936024
116.623307,39.935996
116.6232,39.936045
116.623152,39.936103
116.623054,39.936116
116.622936,39.936095
116.62274,39.93606
116.622706,39.93602
116.622722,39.935976
116.623116,39.935203
116.622658,39.929313
116.622843,39.929238
116.622879,39.929211
116.622897,39.929174
116.622884,39.929087
116.622887,39.928994
116.622909,39.928887
116.622975,39.92877
116.623093,39.928655
116.623286,39.928525
116.62334,39.928498
116.623423,39.928412
116.623475,39.928269
116.62351,39.928195
116.62355,39.928133
116.623692,39.928022
116.623704,39.928013
116.623801,39.927956
116.623948,39.927904
116.624039,39.927893
116.624102,39.927902
116.624163,39.92793
116.624276,39.927968
116.624385,39.927968
116.624464,39.927959
116.624546,39.92793
116.624713,39.92784
116.624746,39.927838
116.624783,39.927848
116.624847,39.92789
116.624924,39.92796
116.62497,39.928025
116.624978,39.928194
116.624957,39.928296
116.624917,39.928359
116.624734,39.928479
116.624552,39.928531
116.624396,39.928581
116.624339,39.928617
116.624305,39.928638
116.624245,39.928678
116.624216,39.928731
116.624195,39.928849
116.624199,39.928854
116.62421,39.928871
116.62422,39.928889
116.62423,39.928907
116.624237,39.928926
116.624244,39.928945
116.624249,39.928964
116.624253,39.928983
116.624256,39.929003
116.624257,39.929023
116.624257,39.929042
116.624255,39.929062
116.624253,39.929081
116.624249,39.929101
116.624243,39.92912
116.624237,39.929139
116.624229,39.929157
116.624219,39.929176
116.624209,39.929193
116.624197,39.929211
116.624184,39.929228
116.62417,39.929244
116.624155,39.92926
116.624139,39.929275
116.624122,39.92929
116.624104,39.929304
116.624085,39.929317
116.624061,39.929331
116.624021,39.929453
116.624024,39.929559
116.624004,39.929616
116.623967,39.929708
116.6239,39.929803
116.623726,39.930476
116.623673,39.930632
116.623614,39.930694
116.623517,39.930723
116.623399,39.930776
116.623351,39.930826
116.623351,39.930896
116.623329,39.930982
116.623308,39.931134
116.623292,39.931204
116.623222,39.931258
116.623093,39.931262
116.622594,39.931196
116.621324,39.931083
116.621305,39.931051
116.621305,39.931019
116.621326,39.930955
116.621391,39.93086
116.621951,39.930077
116.622117,39.929892
116.622358,39.929637
116.622609,39.929466
116.622633,39.929443
116.622641,39.929427
116.622658,39.929313
116.621304,39.931142
116.621324,39.931083
116.582646,39.935756
116.582073,39.935778
116.581933,39.935783
116.581848,39.935773
116.581736,39.935752
116.581696,39.935729
116.581559,39.935658
116.581479,39.935578
116.581378,39.935502
116.581355,39.935483
116.579832,39.932772
116.580025,39.932856
116.580088,39.932871
116.580335,39.932923
116.580394,39.932949
116.580426,39.932971
116.58067,39.933171
116.580784,39.933306
116.580804,39.933332
116.580807,39.933351
116.580807,39.933392
116.580759,39.933533
116.580681,39.933638
116.580602,39.933744
116.580593,39.93377
116.580593,39.933793
116.580764,39.934147
116.580791,39.934195
116.580819,39.93421
116.580874,39.93421
116.580931,39.934194
116.581335,39.934083
116.626446,39.935828
116.62658,39.935597
116.626601,39.935518
116.62658,39.935457
116.626521,39.93542
116.624112,39.934967
116.624058,39.934926
116.624058,39.934856
116.624128,39.934741
116.624241,39.934556
116.624289,39.934502
116.624396,39.934494
116.624616,39.934539
116.625925,39.934803
116.626011,39.934803
116.626065,39.93477
116.626097,39.9347
116.626097,39.934659
116.626011,39.934622
116.625544,39.934527
116.625469,39.934478
116.625448,39.93442
116.625453,39.934358
116.625341,39.934313
116.62346,39.933929
